"Date / Time","City","State","Shape","Duration","Summary","Posted"
"12/28/66 19:00","Hammond","IN","Triangle","one minute","Triangle shaped object with flashing lights, Hammond Indiana ( Hessville ) 1966 or 1967","10/30/06"
"12/25/66 04:00","Rockford","IL","Unknown","1 minute plus","Close encounter experience. 500 Lights On Object0: Yes","6/12/07"
"12/19/66 02:39","Salem","OR","Disk","30&quot;","Strange Orange lights seen on the same day, at the same time, thirty six years ago.","8/16/02"
"12/15/66 23:00","Phoenixville","PA","Oval","2 events one short one lo","mind blowing speeding discs.","11/28/07"
"12/15/66 19:00","Valley Forge","PA","Sphere","6 mins","Ball decending toward home about 50 yds. away and about 50 ft. high..Son panicked and ran into house thinking it was a plane about to c","9/13/02"
"12/15/66 17:30","Webster City","IA","Sphere","2 minutes","Two silent and slowly moving red spheres suddenly accelerate and vanish.","12/16/05"
"11/25/66 22:05","Wanaque","NJ","Oval","30 Seconds","Oval shaped object floating along tree top level.","7/11/14"
"11/15/66 22:30","Winston-Salem","NC","Triangle","50-60 sec","3 white lights high in the sky,making a 90 degree fast turn","1/10/09"
"11/15/66 19:40","Huntington Beach","CA","Circle","10 seconds","Ring of blue lights approx 200 in diameter slowly flying cross night sky at 500 feet in 1966","5/13/12"
"11/14/66 22:15","Corpus Christi","TX","Oval","4-5 minutes","I saw an oval shaped object that stood in the air and made square turns and left almost straight up at thousands of miles per hour. I","8/30/13"
"11/11/66 20:00","Hempstead","NY","Unknown","one  minute +/-","Other,   moving   starlike  cluster","2/14/08"
"11/11/66 02:00","Seattle","WA","Disk","2 minutes","Driving around after swingshift to relax. Drove by familiar watertower; a red, flashing light caught my eye--to bright for the tower li","2/16/99"
"11/10/66 21:00","Kodiak Naval Station","AK","Formation","approx. 6 hrs","I cannot find reports from Elmendorf AFB concerning bogies near the Anchorage area where our radio relay crew working the old White Ali","11/28/07"
"11/1/66 12:00","Opa Locka","FL","Cylinder","N/A","2 oblong flying UFO's, military called out","9/24/12"
"11/1/66 12:00","Miami","FL","N/A","N/A","In response for information about the event at Crestview Elementary I can confirm the event did happen. I lived on the same street abou","8/21/11"
"11/1/66 12:00","North Dade County","FL","Unknown","4 hours","Crestview Elementary, North Dade County, Florida circa 1966/1967.  Second-hand account of taped interview with eye witness","2/14/10"
"11/1/66 12:00","Opa Locka","FL","Disk","late am to early pm","UFO sighting at Crestview Elementary School in Opa Locka, Florida around 1966.","10/30/06"
"11/1/66 12:00","Opa Locka","FL","Chevron",">12 hours","Did anyone see the UFO's hovering over OpaLocka Elementary School around 1966-67?","7/25/04"
"10/30/66 17:50","Gulfport","MS","Egg","South to North","15 feet  across, Egg shaped, Internally Glowing Very Bright, Briliant, SOLID RED Colored Objects slowly passes over street.","3/21/03"
"10/21/66 22:15","Santa Fe","NM","Disk","-5 minutes","My sighting in Santa Fe,New Mexico","10/30/06"
"10/20/66 02:00","Albuquerque","NM","Diamond","3 minutes","Former wife and I saw a saucer shaped craft, rotating counter clockwise, as seen from under-full moon night, or near- 1/4 to 1/2 mile a","2/16/00"
"10/15/66 22:00","Fremont (Russian River)","CA","N/A","Varies","First UFO sightings as a teenager in the 1960's: three events","10/10/11"
"10/15/66 20:00","Utica","NY","Triangle","3minutes","i and a friend were coming home one cold fall evening outside of Hugh R. Jones Elem. School . There was a triangle of a red, green, whi","4/22/03"
"10/15/66 20:00","Ukiah","OR","Oval","20 minutes","Orange oval 40 ft in diameter, twenty ft off the ground, appoxumate 100 ft from me.","11/11/13"
"10/15/66 19:00","Running  Springs","CA","Disk","20 min","Around 7 pm on a tues in oct 1966 on my way home from work   while driving up the rim of the world high way or highway 18 from skyfores","12/20/00"
"10/15/66 18:30","Martinsville","IN","Disk","1 minute","Craft hovered about 20 feet above barn. Lights in horizontal orientation for about 30 seconds and then darted away. Others saw.","3/21/03"
"10/15/66 02:00","Boca Raton (Military trail)","FL","Circle","6 HOURS","SAW BRIGHT LITE.DROVE CLOSER,STOPPED WHEN NEXT TO IT.500 YARDS.GOT OUT OF CAR WALKED TOWARD LIGHT.NEXT THING 5 HOURS LATTER","7/5/99"
"10/13/66 07:00","Mission","TX","Disk","5 seconds","I was driving to the hospital after work to visit my dad.   Suddenly, about 3 blocks ahead of me a disc lite object appeared.  It arriv","3/18/14"
"10/10/66 21:00","Live Oak","FL","Disk","Several minutes","Saucer zaps energy from powerline as my pregnant mother receives mental signals not to pass info","5/11/05"
"10/10/66 20:00","Pell City","AL","Disk","3  minutes","Strobe Lighted disk shape object observed close, at low speeds, and low altitude in Oct 1966 in Pell City Alabama","3/19/09"
"10/5/66 21:00","Troy","OH","N/A","N/A","Bright light that persisted for quite a while, about 100 feet above the ground shot up and disappeared when I got out to look closer.","11/11/03"
