"Date / Time","City","State","Shape","Duration","Summary","Posted"
"12/31/79 23:00","Spartanburg","SC","Circle","15minutes","UFO IN SC LOOKED JUST LIKE A PLANES FLASHING LIGHTS IN THE NIGHT SKY","3/11/06"
"12/31/79 22:35","Kansas City","MO","Circle","2 MINUTES","Large light blue sphere, made no sound, and no light reflected off of it.","4/28/01"
"12/29/79 02:00","Waterloo (south of)","IA","N/A","8 min.?","light moving oddly in straight line.","7/25/04"
"12/20/79 22:00","Houlton","ME","Triangle","3 minutes","I was sitting in a parking Lot,when I noticed this triangular shaped object fly directly over head","11/9/99"
"12/15/79 19:00","Morris","IL","Light","5 min","strange light from sky came down in field then back up again.","2/22/05"
"12/8/79 20:30","Albuquerque","NM","Circle","10-minutes","The night when I saw the disk UFO!","2/1/07"
"12/5/79 22:00","Arkansas (rural)","AR","Fireball","20:00 minutes","A friend and i were driving on a country road when we saw something very strange.","2/24/01"
"12/1/79 01:00","Water Valley","MS","Cigar","20 seconds","the strange object  in the sky that I do not talk about but will always remember","5/11/05"
"11/30/79 01:00","Ft. Jackson","SC","Unknown","20 min","Falshing light","3/19/09"
"11/27/79 20:45","Burnaby (Canada)","BC","Disk","4-5 sec","the truth is out there , we've all seen it","4/27/07"
"11/22/79 23:00","Clarksburg","WV","Disk","2 hrs","Asatched the light travel back and forth and uyou could see no craft. When the light went off, oh my God.","1/5/11"
"11/20/79 07:10","Detroit","MI","Light","30 minutes","Obserbed bright disc in upper right quadrant of windshield as I was backing out of my drive, car was facing sough. As I drove eastward","3/9/04"
"11/15/79 22:30","Wassaic (Falls Village)","NY","Circle","30-60 mins","Area of Wasaiic Developmental Center late 1979 - 1980-New York/Connecticutt area","9/4/03"
"11/15/79 21:00","Austin","TX","Triangle","20-30 seconds","Large Triangle over Austin Texas 1979","6/3/10"
"11/15/79 04:00","Honolulu","HI","Sphere","2 minutes","saw a blue sphere hover in front of me---just bigger than a basketball--no noise, heat, etc.--it took off and disappeared as soon as I","5/11/05"
"11/14/79 22:00","Hatcreek Campground (Near)","CA","Rectangle","20 to 30 minutes","Watched the object cross diagonally across the sky over our car, drove up a logging road to see where it went..It was HUGE, rectangular","4/2/99"
"11/12/79 22:00","Fort Lauderdale","FL","Cigar","5 minutes","i think it was trying to steal the stadium  ((NUFORC Note:  May not be a serious report.  PD))","6/4/04"
"11/11/79 19:30","Wickenburg (near)","AZ","Light","At least 1 Hour","Orange ball bouncing up and down, side to side. Changed to green and a few other colors.","8/24/04"
"11/11/79 19:30","Wickenburg","AZ","N/A","1 hour +","Hi, I reported seeing an object back in the late 70s to another site. I was struck by the similarities in the description, and the tim","9/2/05"
"11/10/79 21:00","Ypsilanti","MI","Other","3 days","object in orbit, drops smaller objects, late 1979, SE Michigan","11/20/01"
"11/10/79 01:00","East Orange","VT","Cigar","1-2 hours","We witnessed an object on the ground, similar to a train at night, it was on the side the mountain.  It was gone a few minutes later.","1/12/17"
"11/10/79 01:00","Emerson","NJ","Rectangle","2 minutes","In the fall or winter of 1979, my parents had a UFO encounter in Bergen County, New Jersey. These are blue-collar, relatively unima","4/16/05"
"11/3/79 23:50","Brampton (Canada)","ON","Cross","30 sec","This was scary as I never saw my father again","5/15/06"
"11/1/79 21:00","Haltom City","TX","Triangle","60 seconds","Triangle craft flying over Haltom City, Tx. 11/01/1979","8/11/04"
"11/1/79 16:30","Meriden","CT","Light","2mins","I was 14 years old and lived at Sidehill Rd.I had just finished supper and decided to go up the street to my friends house at the top o","9/2/05"
"11/1/79 13:30","Wausau/Shawno (between)","WI","Formation","5 minutes","3 stationary lights forming a triangle which then joined and moved upward at a high rate of speed","10/30/06"
"10/24/79 17:00","Arcadia","LA","Disk","45 seconds","object moved from one point to another so fast that it looked liked there were two of them","9/9/03"
"10/15/79 21:00","Gig Harbor","WA","Circle","10 minutes","Gig Harbor visitors and subsequent regression","2/18/11"
"10/15/79 19:35","Bemidji","MN","Unknown","25 minutes","UFO drone watching a football game.","12/20/12"
"10/15/79 16:30","Ellwood City","PA","Unknown","15min","What ever it was it knew I was their","6/12/07"
"10/12/79 00:45","Barnegat","NJ","Rectangle","15 min.","Iwitnessed one object moving east to west across Rt.539 4 mile north of Rt.72 near the Fire Tower. There were no cloud and the sky was","9/2/05"
"10/10/79 22:00","Security","CO","Unknown","30mins.","very low clouds all different colors,search lights were seen shining down out of the clouds on the houses and streets. this event was s","1/28/99"
"10/10/79 22:00","San Diego","CA","Oval","3 minutes","My 2nd UFO sighting, October 1979","8/5/01"
"10/10/79 22:00","Saddle Lake (Canada)","AB","Triangle","4.5 or more min.","Lights far above,  that glance; then flee from the celestrialhavens, only to appear again.","1/19/05"
"10/10/79 00:00","Poughkeepsie","NY","Chevron","15 minutes","1/4 moon-like,  its 'chord' or flat side parallel to horizon,  bright orange-red glow,  completely silent, no features.","4/16/05"
"10/7/79 20:00","Wabasca (Canada)","AB","Disk","unsure(missing time)","Craft hovered right above us,intense sounds, bright lights/beams shining from the mid section of the craft, and felt magnetic field.","7/8/04"
"10/1/79 23:00","Cranbury","NJ","Light","4 minutes","8 UFOs in a circle suddenly take off radially away from each other.","10/23/13"
"10/1/79 21:00","Tonawanda","NY","Circle","10 seconds","Two circular objects. Almost chasing each other in zigzag formation.  Moving fast.  We stopped and starred up in the night sky to see t","7/10/15"
"10/1/79 21:00","Olympia","WA","Disk","2 hours","Dancing lights over Olympia","7/5/08"
"10/1/79 21:00","Buffalo","NY","Light","5-10 sec","Two bright fast-moving star-like objects with one traveling in a zig-zag motion.","4/16/05"
"10/1/79 21:00","Pittsburgh","PA","Disk","5 min","Disk appeared over stadium at end of game... spun like a coin on a table...game ended ... never heard a thing about it.","2/16/00"
"10/1/79 19:00","Columbia","MD","Rectangle","2 minutes","Large, low-flying, slow moving, silent black rectangle with no lights","2/4/13"
"10/1/79 16:00","Lomita","CA","Disk","20 minutes","Silent disk in afternoon daylight with over twenty witnesses","7/5/08"
"9/30/79 21:03","Joliet","IL","Egg","5 seconds","Cold Case UFO Joliet, IL.","2/1/07"
"9/30/79 19:00","Ballentine","SC","Oval","1 second","Silver Craft almost hit by our boat, and disappears into the sky in a flash, on Lake Murray S.C.","2/18/13"
"9/30/79 18:00","Sanford","NC","Cigar","N/A","cigar shaped crft with white light flashing from window to windows.","1/31/11"
"9/29/79 17:00","Haltom Ciy","TX","Triangle","10 MIN.","METALLIC GRAY TRIANGLE SHAPED CRAFT FLYING SLOWLY.","10/30/06"
"9/29/79 10:00","New Brighton","MN","Disk","10 Minutes","A close encounter with some backup.","7/5/05"
"9/26/79 17:00","Monsey","NY","Disk","10min.","I saw a large sauser shaped craft hovering over power lines for 10 minutes,then it flew away rapidly.","1/29/02"
"9/25/79 20:30","Cottage Grove","MN","Circle","5 minutes","Saucer shape in city of Cottage Grove,MN seen for 5 minutes","11/28/07"
"9/21/79 01:00","Cape Elizabeth (near; location unspecified by witness)","ME","Light","Two Hours","At approximately 1AM in September of 1979, a police officer two towns south from the town I work in called our mutual neighboring polic","5/15/06"
"9/19/79 22:45","Baltimore","MD","Light","1minute","saw three lights in a triangle shape as I looked to the left I saw a single light following the others","12/12/09"
"9/17/79 20:10","Fayetteville","NC","Cylinder","50 minutes","Missing time involved.  Other witness remembers nothing.  Tractor beam taking water aboard craft.  5 miles downrange, appeared 300 feet","8/30/99"
"9/17/79 18:15","Mobile","AL","Rectangle","4 to 5 minutes","Rectangular object motionless in the sky over the Gulf of Mexico for 4 to 5 mintues which shot off straight up and was gone in less tha","1/22/00"
"9/15/79 23:00","Medix Run (Cakedonia Pike area)","PA","Circle","2 minutes","Bright light half the size of moon with 2 smaller lights.","10/21/16"
"9/15/79 18:00","Bryan","TX","Oval","15-20 min","Shining Bright Light, Oval Shaped, no sound","2/1/07"
"9/15/79 17:00","East New York","NJ","Disk","1-3 min.","A very low flying UFO over the Hudson River in the early Fall at twilight!","5/15/06"
"9/12/79 04:00","Honolulu","IL","Sphere","10 minutes","saw a blue sphere moving over the of of a house in front of me--hovered 5 feet above the ground for an instant, 15 feet in front of me","7/16/06"
"9/9/79 22:00","Mount Wilson Observatory (Los Angeles)","CA","Sphere","10 seconds","i was &quot;called&quot; to visit a ufo on mount wilson while i lived in Glendale,California.As i rounded the last large curve on red box roa","5/24/05"
"9/1/79 23:59","Lake Conroe","TX","Circle","10 SECONDS","Fast moving, silent, blue and red orb seen over Lake Conroe, Texas.","2/18/01"
"9/1/79 22:00","Rockford","IL","Formation","20 seconds","Several round objects in a straight line formation","4/18/12"
"9/1/79 22:00","Sickles","OK","Triangle","ten minutes","It followed behind us for three miles.  Appeared to be triangle shape with three lights.  Made no Sound.","4/16/05"
"9/1/79 21:30","Carrollton","MO","Sphere","2 hours","UFO Abduction ofr Four People Near Missouri River in 1979","10/10/11"
"9/1/79 20:00","Kenna","WV","Circle","5 minutes","Round object with lights hovered for a wile and then accelerated increadably fast, not of this world.","2/1/07"
"9/1/79 20:00","Spotsylvania","VA","Other","1Hour","Returning home from an evening shopping trip my husband spotted several bright lights in the sky into the distance. Instead of continui","4/16/05"
"9/1/79 20:00","Farmville","VA","Disk","split second","2 out of 3 witnesses sitting together saw saucer fly by overhead, completely silently and suddenly.","10/30/06"
"9/1/79 20:00","Commack","NY","Other","15  mins","In 1979 while driving east on new highway in commack just after dark ,i was looking at the sky over parkway drive north, what looked li","1/21/08"
"9/1/79 20:00","Greenville (near the Greenville Airport)","PA","Triangle","45 mins.","Craft was triangular in shape.","1/28/99"
"9/1/79 19:30","New York City (Brooklyn)","NY","Disk","1 minute","Major UFO seen over Brooklyn New York &quot;It was silent and very much visable&quot;...","1/17/04"
"9/1/79 02:00","Crowley","LA","Unknown","1  minute","Machine Sounding Heart Beat","10/8/07"
"9/1/79 00:05","Rockford/Belvedere (between)","IL","Disk","5-10 MIN","Saw a very large object 1000-1500 ft in diameter having difficulty.  Saucer shaped about twice the size of a quarter held at arms lengt","3/7/98"
"8/28/79 02:45","Chicago","IL","Changing","30  - 45 seconds","Radioacive  Neon Bats ?","11/26/03"
"8/25/79 22:00","Stone Mountain","GA","Triangle","20 minutes","While traveling along a country road one night from Snellville to Stone Mountain, we saw an aircraft slowly moving toward us.  My husba","6/23/99"
"8/25/79 22:00","North Platte","NE","Other","12 seconds","Star gazing with a friend during meteror event we watch the stars.  The background of the sky was midnight blue.  Nearly 10:30 pm the b","9/2/05"
"8/25/79 12:36","Cass City","MI","Disk","5minutes","It happened out in the middle of nowhere and it lasted only five minutes.","12/20/00"
"8/22/79 21:00","Lake Wateree (on)","SC","Light","40 Mins","On a midweek night in late August 1979, I, my oldest son Eric, his friend who was home on leave from the Army and Mr. Lee Grant, owner","4/16/05"
"8/20/79 21:00","Phoenix","AZ","Disk","5 minutes","Mother and two children recall ufo experience","5/15/06"
