"Date / Time","City","State","Shape","Duration","Summary","Posted"
"12/31/97 21:05","Puerto Nuevo (Puerto Rico)","PR","Cross","3.5min","While visiting relatives in Puerto Rico in December, we witnessed a UFO in Puerto Nuevo, PR. I have been searching all over the interne","3/7/98"
"12/31/97 20:30","Manassas","VA","Formation","30 sec","observed a formation of approx fifty craft in upper atmosphere traverse night sky.  formation was traversing sky fromwest to east and h","3/7/98"
"12/31/97 20:30","Warren","OH","Other","15 seconds","Gigantic wing, with 12 blue orbs across the rear, flys across the sky over highway.","1/10/09"
"12/31/97 19:30","Crystal Beach","TX","Circle","5 MINUTES","ROUND WITH RED AND WHITE LIGHTS FLASHING VERY,VERY RAPIDLY AND MOVING AROUND.","3/7/98"
"12/31/97 17:45","Gulfport","MS","Triangle","under 1 min","Triangle UFO near Gulfport, MS 12/31/97","12/2/00"
"12/31/97 17:45","Gulfport","MS","Triangle","unknown","NOTE:  I received a letter from the witness on 07/16/00.  I sent her a letter asking if she would like to file an offfical report with ","7/23/00"
"12/30/97 19:30","Milton (north of)","FL","Triangle","one min","Saw triangle craft with 5 white lights on front and 1 red light on bottom. elev approx 500-1000 ft, moving approx 50 mph in a SW direct","3/7/98"
"12/30/97 17:40","Victorville (east of)","CA","Circle","4-5 seconds","glowing circular object about 30 degrees above the  southwestern horizon.  Was moving slowly down and had no trail like a meteorite. Ob","11/20/02"
"12/27/97 20:00","Spokane","WA","Light","2 hours","ultra-violet sphere hovered two hours no sound 200 yd.s away 100Ft in air","3/29/04"
"12/26/97 22:30","Dale City (Interstate 95)","VA","Triangle","45 seconds","3, medium blue, grapefruit-sized lights in a triangular formation in the sky.  It moved rapidly a short distance and then stopped in th","1/28/99"
"12/26/97 21:35","Bonham","TX","Unknown","2 to 3 minutes","Red object moving west to east, person looking southward.  Appear as large as airplanes approaching Dallas/Ft.Worth airport  but travel","3/7/98"
"12/26/97 20:00","Primrose","GA","Light","24 HOURS","SINGLE WHITE LIGHT JUMPING AROUND IN WEST SKIES OVER GEORGIA, STAYING IN A SMALL AREA.","3/7/98"
"12/25/97 09:00","Los Angeles (Eagle Rock)","CA","Disk","2 hours","12-25-97 a disk shaped U.F.O. - top half silver, bottom black - hovered over Eagle Rock from 9am to 11am.","10/30/06"
"12/25/97 02:00","Charlotte","NC","Light","20-30 sec","Similar UFOs sighted exactly a year apart","6/4/04"
"12/23/97 20:00","East Woodstock","CT","Oval","5 seconds or less","My brother and i were going down a road with my mother driving the car, when we happened to slow down to go around a sharp curve. my br","5/24/99"
"12/23/97 20:00","Brewster","MA","Unknown","3 seconds","While looking at the stars on a clear night, I saw an object, yellow/orange, travel from North to South (nearly 0 to 180 degrees almost","8/30/99"
"12/21/97 05:25","Harrisonburg","VA","Light","1 minute(?)","five stationary lights in a row in the southeastern sky","3/7/98"
"12/20/97 23:00","Las Vegas","NV","Disk","N/A","I discovered images on old film from '97, with magnifier. I have 4 6x6 transparencies of New York hotel with UFO on the black sky.","6/23/99"
"12/20/97 22:00","Prescott (North of)","AZ","Sphere","1-3 minutes","While driving through Arizona My wife and I witnessed a white object in the sky.","4/26/99"
"12/20/97 02:24","San Jose","CA","Triangle","15 sec","IT WAS ABOUT 2:20 IN THE MORNING I SEEN A DARK OBJECT ABOUT 40-45 FEET IN THE AIR.IT PASSED RIGHT ABOVE MY HEAD FLYING ABOUT THE PA","11/26/03"
"12/18/97 22:50","Oxnard","CA","Cigar","20-30 seconds","Huge cigar shaped craft followed our power lines, continuing west out to sea.","8/30/99"
"12/17/97 11:45","Burlington","VT","Diamond","3 minutes","Large object at above 50,000 feet:  est speed around 3,000 kts:  diamond design. no visable trail:  est 300 x 300 feet. Have seen in ar","3/7/98"
"12/17/97 11:45","Colchester","VT","Light","45 seconds","Saw bright green light, about 11:45 pass over head going to northeast.  No sound but radio was out for about ten to fifteen seconds.  W","3/7/98"
"12/17/97 00:20","West Hollywood","CA","Unknown","10mins","i saw a glowing object moving from east to west, i noticed at about 25 degrees from horizon and followed it to 90 degrees where it appe","9/6/02"
