"Date / Time","City","State","Shape","Duration","Summary","Posted"
"12/26/61 20:00","Forestburg","TX","Sphere","one or two minutes","Round brilliant white object hovered and then slowly descended behind a hill in a remote area without making a noise.","4/16/05"
"12/17/61 21:00","Bartow/Mulberry","FL","Sphere","25 min","after getting our attention the object approached us, we followed this object while it stopped and waited on us three times","10/15/03"
"11/26/61 10:00","Leesville","SC","Flash","15 SECONDS","It was an overcast day.  It was around 10am.  My passenger and I left Summit, SC heading toward Leesville, SC.  We saw an incredibly br","6/3/11"
"11/11/61 23:00","Bakersfield","CA","Circle","10 minutes","Round red glowing object in the night sky...changed colors......and did not seem to be very high......","6/18/03"
"10/15/61 18:00","Indialantic","FL","Oval","2 minutes","Unbelievably Close to the Ground Surface.","10/30/12"
"10/10/61 19:00","Bristol","TN","Sphere","5 Minutes","My father is now 89 my brother 52 the girl with us now 51 myself 49 and the other fellow which worked with my father if he's still livi","4/27/07"
"10/1/61 22:00","Graham","NC","Triangle","30 seconds","3 flat, large  white lights in delta pattern, no sound, flying at tree-top level at 35-40 mph","5/14/02"
"10/1/61 19:00","Nashville","TN","Disk","30 minutes","In October 1961, a silvery flattened disk hovered motionless over a local school fair for more than 30 minutes.","8/5/12"
"10/1/61 03:30","Tulsa","OK","Disk","2 minutes","October, 1961, Tulsa Oklahoma: low altitude, slow, disk object(s); high speed turns, v. high accelleration.","4/27/07"
"10/1/61 03:00","Toledo","OH","Sphere","2-3 mins.","Observed dull silver metallic sphere hovering outside of bedroom window as a child.  Had direct communication with sphere.","11/19/98"
"9/15/61 20:00","Wahoo","NE","Egg","5 minutes","Egg shaped craft near Wahoo, NE","2/1/07"
"9/1/61 20:30","Toledo","OH","Light","Several days","Watched light move over woods for several nights, encountered two small glowing figures, experienced time displacement.","7/1/02"
"9/1/61 18:46","Fort Benning","GA","Disk","10'","a bright silvery on edge object was observed by my father with at least 3 witnesses. it was observed &quot;hanging&quot; in the sky over Lawson F","6/18/98"
"8/30/61 00:00","Evendale","OH","Unknown","10 to 15 seconds","This UFO event occurred in August or Semptember of 1961.  I wish someone could shed some light on this matter.  A lot of time has passe","3/2/04"
"8/21/61 11:40","Kelowna (Canada)","BC","Changing","10-20 seconds","((HOAX??))  Reddish orange pulsating star.","2/27/14"
"8/15/61 19:00","New York City (Brooklyn)","NY","Disk","30 seconds","I SAW A DISK LIKE OBJECT WITH MULTI COLORED LIGHTS THAT MADE NO NOISE.","2/14/10"
"8/9/61 20:00","Palatine","IL","Disk","30 min approx.","saw 5 orange disks bobbing up &amp; down and side to side watching us at a missle base","1/17/04"
"8/5/61 23:00","Pittsburgh","PA","Sphere","7-10 min","Orange yellow sphere size of small house hovers above trees 50 feet away from young girl on country lane","8/7/07"
"8/5/61 21:15","Glenshaw","PA","Disk","15 minutes","2 scientists, among 7 witnesses see disk hovering approximately 100 feet above neighbor's home then yard.","11/28/07"
"8/1/61 00:00","Mill Valley","CA","Disk","3 min","Clear view of a &quot;flying saucer&quot;.","4/28/01"
"7/16/61 19:50","Arlington Heights","IL","Disk","25 minutes","Saucer shaped object hovering near flight path of O'Hare Airport at about same level as airplanes going in for a landing","1/17/04"
"7/15/61 23:30","Newberg","OR","Egg","2.5 hours","Bright orbs flying in sky west of Portland, Oregon","6/2/13"
"7/15/61 23:00","Mount Hope","WV","Unknown","20 to 30 minutes","Object only visible as a streak of light at very high altitude traveled from horizon to horizon in a few seconds for a total of 6 times","7/16/03"
"7/15/61 11:00","Gettysburg","PA","Cigar","5 hours","Rte 30 West, near Belmont Rd. intersection  7/15/61 4 hours Gray metallic cigar craft on Herr property in field below hill","4/9/04"
"7/15/61 06:30","Falconbridge (Canada)","ON","Cylinder","?","Sighting of silver object on crash course, lost time,8 yrs. old, no concept of UFO's, no trauma, I am puzzled.","5/13/03"
"7/15/61 01:00","Sapulpa","OK","Unknown","~10-12 minutes","07/ 00/6   1:00   Sapulpa   Ok.  lights  10mins.  8 lights; 2 rows of 4 bright white.","7/3/13"
"7/8/61 21:00","West Haven","CT","Light","one hour","Glowing light seen on the horizon in West Haven,Ct. in the summer of 1961","9/2/05"
"7/1/61 21:00","Lawrenceville","GA","Circle","a few minutes","I could have hit it with a rock","8/5/01"
"6/30/61 22:00","Rotan","TX","Sphere","25 to 30 minutes","large, beeping orb with lighted spires","5/2/11"
"6/30/61 19:00","La Mirada","CA","Cigar","several days","Everyone in my family remembers the nightly sightings of 5 orange cigar shaped objects that appeared in the sky over several days in th","10/30/06"
"6/30/61 15:00","Orlando","FL","Disk","5 minutes","Orlando sighting in early 1960's, midday, group of children and parents, at a birthday party.","2/14/10"
"6/30/61 12:00","Dell City","TX","Circle","5 minutes","The witnesses were driving along a rural road and had just topped a hill. Below them in the road was what appeared to be a gigantic pil","6/3/16"
"6/30/61 08:00","Greensboro","NC","Cigar","10 seconds","Silver cigar craft came out of the woods","3/13/12"
"6/20/61 00:00","Webster Groves","MO","Circle","minutes","webster groves mo ciecular craft with a light searching the ground fifty years ago","2/14/10"
"6/17/61 19:00","Chicago","IL","Disk","5 min","Disk shapped saucer over the city of Chicago.","10/31/03"
"6/15/61 20:30","Frederick","OK","Light","4 min","After sun down, large bright white lightmoving westward at high altitude and speed.Two minutes after its passing, a flight ofthree F-10","11/20/01"
"6/15/61 15:00","Richardson","TX","Light","20 min","bright light doing manuvers then chased by jets","11/20/01"
"6/15/61 12:00","Huntsville","AL","Triangle","about 3-4 minutes","The craft just sat over us, no sound, no lights.","6/18/04"
"6/10/61 19:30","Carrollton","TX","N/A","1 minute","A greenish light lit up the whole area.","6/12/08"
"6/1/61 20:00","Aroostook (Canada)","NB","Sphere","10-15 seconds","Bigger than fullmoon sized yellowish-silver sphere flying over house at dusk seen by boy on bycycle.","7/3/13"
"6/1/61 18:00","Opa Locka","FL","Other","15.00 pm evening","Clear object, twinkling lights in side, image in grey uniform,  military style cap, paralization,loss of time and memory","8/30/13"
"6/1/61 00:00","Alpine","UT","Disk","45 minutes","This sighting was in the early 1960s when I was 14 and had not heard of ufos yet, but watched it with friends for about 45 minutes.","3/18/14"
"5/15/61 18:30","Vancouver","WA","Sphere","15 minutes","Two purple spheres hovered parallel to one another before separating and moving west.","2/26/16"
"5/15/61 04:00","Parris Island","SC","Changing","unknown","Parris Island, S.C. boot camp, UFO !","7/16/06"
"5/1/61 22:00","Auburn","WA","Cigar","5 min","Grandmother saw a cigar shaped craft which she said was as long as the valley is wide.","11/20/01"
"4/15/61 21:00","Altus","OK","Circle","approx 20 min","The object came from the sky, hovered , dispatched a small object, it returned and then came toward us at a high rate of speed.","4/16/05"
"4/1/61 20:00","Shenandoah","PA","Light","few minutes","UFOs spotted coming from behind the moon","7/16/03"
"3/12/61 21:00","McGuire AFB","NJ","Sphere","3 hours","Two sightings - one a green ball, the other either one or four red fireballs.","10/8/07"
"2/22/61 20:00","Panhandle","TX","Diamond","~2 hours","Texas Panhandle Nuke site","9/17/03"
"2/2/61 01:00","Lancaster","CA","Disk","3 Min.","Brilliant,silver disk. 50 to 55 degree angle of sight. Appears to be stationary in sky.Smaller object 1/8 the size of larger,same color","4/2/99"
"1/1/61 13:00","Kendallville","IN","Circle","30 seconds","It was a clear Indiana day and I saw something fascinating","10/8/07"
"1/1/61 12:00","Santa Clara","CA","Circle","3 hours","Stationary circular object 12 oclock high.","1/17/04"
