"Date / Time","City","State","Shape","Duration","Summary","Posted"
"12/25/69 21:38","Rogersville","AL","N/A","90-120 sec","single laser-like red light traced numerous straight-line and angular 'waypoints' in  Christmas night sky","6/20/11"
"12/23/69 18:00","Middletown","CT","Circle","1 minute","i think the year was 1969 and im possitive it was in the winter because i was slideing down our driveway. i have been trying to find in","9/29/04"
"12/23/69 15:00","Middletown","CT","Fireball","2 min.","i was 9 or 10 years old and i was slideing down my driveway as i got up from my sled and started to walk back up the driveway a firebal","10/8/07"
"12/15/69 23:00","Richmond/Berea","KY","Circle","30 seconds","Circular shaped, glowing object, hovering but moving slowly, then  traveling at a speed of at least thousands of mies per hourl","10/30/06"
"12/15/69 16:00","Glenmore","LA","Circle","15/20 sec","A very clear sighting on highway U.S. 165 in Louisiana north of Oakdale near the small town of Glenmora in 1969.","10/31/03"
"11/22/69 17:00","Kenai","AK","Light","5 minutes","My brother and I saw what we thought was a car approaching on the rise of a hill.  The lights were so bright we turned our eyes away fr","1/11/02"
"11/15/69 06:00","Vancouver (Canada)","BC","Sphere","7 hours","translucent 12 inch balls of light that are sentient beings with a mission on our little sphere. 500 Lights On Object0: Yes","11/28/07"
"11/13/69 21:03","San Jose","CA","Light","7 seconds","Lime green lozenge -shaped light shot across the sky.","8/27/09"
"11/5/69 01:00","Buford","GA","Disk","20 sec","I was travelling home with two friends on Buford Hwy ,Leaving A small town named Flowery Branch after a birth day party ,Heading back h","11/3/05"
"11/1/69 22:00","Hogans Camp Resort","CA","Circle","five minutes","Lighted round craft hovered and then dropped down quickly and shot straight out and away. While hovering, craft made a moaning sound.","10/31/03"
"11/1/69 22:00","Camp Pendleton","CA","Light","2 minutes","Object could only be seen through a Starlight Scope (infra-red device)","10/31/08"
"11/1/69 19:30","Fairbanks","AK","Formation","4 minutes","Sighting of 5 objects in a PENTAGON formation near Fairbanks, Alaska around 1969","7/19/10"
"11/1/69 07:00","San Juan Capistrano","CA","Unknown","10 seconds","My brother saw a little man.","11/8/03"
"10/31/69 23:00","Fulton","NY","Circle","20minutes","Large bright orange cigar shaped craft.","1/31/04"
"10/30/69 21:00","Fulton","NY","Cigar","4 minutes","orange cigar shaped object drops something that bursts into flames.","12/3/04"
"10/30/69 21:00","Fulton","NY","Cigar","10 minutes","orange cigar shaped object moved slowly from the ne.  it stopped and a piece of the same color fell from it and burst into flames. the","3/19/09"
"10/29/69 21:00","Fulton","NY","Cigar","20 minutes","Orange cigar shaped object drops material.","12/12/11"
"10/25/69 06:00","Erie","PA","Circle","20 minutes","bright circular object along Lake Erie","2/14/06"
"10/21/69 12:00","Little Rock","AR","Cylinder","5 minutes","NON-REFLECTING, SOUNDLESS, MOTIONLESS, AND TOTALLY NON-MOVING CYLINDRICAL CRAFT.","12/5/14"
"10/15/69 23:30","Alpine","AZ","Disk","5 mins","Fall, clear, full visual disc sighting unbelievable air manuevers ,speed , brightness.","4/27/04"
"10/15/69 21:00","Exeter (near)","NH","Cigar","30 min","I was returning from the first Vietnam Moratorium (that is how I fix the date accurately) in Boston with some friends in an old VW bus.","5/4/04"
"10/15/69 19:00","Hurst","TX","Disk","1 minute","the light that came as i called it","9/6/02"
"10/15/69 19:00","Miami","FL","Changing","MINUTES","OCTOBER 1969 UFO SIGHTING BY ENTIRE FAMILY","5/2/11"
"10/15/69 18:30","Wilmington","DE","Circle","1 minute","Moon sized object &quot;grew&quot; to fill entire sky, then disappeared","1/5/11"
"10/15/69 13:00","Portland","OR","Cigar","3-1/2","The cigar shaped crafts unusual attitude is something I have never seen repeated with any modern aircraft past or present.","2/14/08"
"10/15/69 06:00","Pearl","MS","Cigar","15-20 minutes","Long overdue report of UFO witnessed at a close range--years ago","1/17/04"
"10/15/69 00:00","Sharon","CT","Oval","1-2 MINUTES","NO NOISE, NO AIR MOVEMENT, NO HEAT,LIGHTS UNDERSIDE, HOVERED,","11/21/10"
"10/13/69 22:00","Memphis","TN","Formation","1 hour","One object joining 9 others to complete a triangular formation.","9/24/03"
"10/13/69 21:15","Millington","TN","Formation","72 hours","Star-like, 8-point inverted V-shape, changed to V-shape, executed 1-second shift  from directly South to directly West.","1/29/02"
"10/1/69 16:00","San Francisco","CA","Oval","5-10 min","It was in the afternoon just before sunset at 20 Steiner St SF CA I saw above me and there was one other person who was with me on the ","8/30/99"
"9/29/69 11:15","Raceland","LA","Triangle","N/A","U.F.O SEEN THE DAY AFTER HURRICAN CAMILLE.","7/5/08"
"9/20/69 23:00","Fairbanks","AK","Cigar","30 seconds","My sister and I were awakened by a flashing bright light. We looked out of the window and saw a hovering cigar shaped object. It stayed","4/26/00"
"9/15/69 22:00","Merced","CA","Unknown","10-15 minutes","One evening when I was returning from classes at the local college, I was driving west on M Street that at that time led back into town","5/28/05"
"9/10/69 20:30","Chatham (Canada)","ON","Disk","8-10 mins","The saucer was black,dome top,25-30ft.in diam.8-10ft.high,flat bottom,what caught are eye was the white beam shining up into the sky .","10/30/06"
"9/9/69 21:10","Austin","TX","Sphere","12-15 Minutes","A ring of light appeared, filled in with golden light, increased in brightness while moving, then gradually faded away.","12/14/04"
"9/3/69 20:00","Rosedale (Canada)","ON","Cylinder","about 5 min.","Elongated oval object with a soft orange/red glow, moving silently.","4/16/05"
"9/1/69 02:30","Walpole","MA","Oval","5 minutes","The object just hovered for a few minutes without making sound.  There was no movement in the trees and the silence was deafening.","1/17/04"
"8/29/69 19:00","Vernon (Canada)","BC","Cigar","4 seconds","Large, white cigar shaped object stops above house.","6/12/08"
"8/27/69 21:00","Enfield","ME","Oval","10-15min","The object would stop and move and then blink off and be somewhere else in the sky. And started moving again but at a slow pace!","4/16/05"
"8/19/69 23:00","Duncan (Canada)","BC","Cylinder","15 to 20 minutes","A group of people sighted an &quot;object&quot; that hovered for some 15 minutes, it pulsated red to mauve.","4/16/05"
