"Date / Time","City","State","Shape","Duration","Summary","Posted"
"12/31/10 23:59","Floresville","TX","Unknown","3 minutes","On this New Year eve at midnight, we were popping fireworks,myself,my wife and our daughter when from the eastern sky a bright orange o","1/5/11"
"12/31/10 23:50","Montgomery","PA","Fireball","1 minute","Multiple witness Fireball sighting with animal reaction","1/31/11"
"12/31/10 23:45","Jacksonville","FL","Circle","1-2 minutes","2 orange balls traveling over Jacksonville Florida","1/5/11"
"12/31/10 23:45","Miami","FL","Circle","arond 3 minutes","Once again it happened..At the same time,the same heading.This time only I could see three of them,instead of  more than that the first","1/12/12"
"12/31/10 23:43","Fairfax","PA","Light","1-2 minutes","6 red lights flying in a line over Fairfax, VA while changing speed and position before simultaneously disappearing","1/5/11"
"12/31/10 23:30","Salt Lake City","UT","Triangle","2-3 minutes","Triangular shape, multi colored flashing lights hovered over our car, 3 witnesses, no sound, radiant heat from undercarriage.","2/14/14"
"12/31/10 23:25","Roswell","GA","Cylinder","3 seconds","Atlanta New Years Eve 2010 object.  ((NUFORC Note:  Highly qualified witness.  PD))","1/5/11"
"12/31/10 23:00","Leavenworth","WA","Light","10 minutes","At approximately 11:00 PM PST on New Year's Eve, 2010, my wife and I both observed two orangish objects in the night sky, approximately","1/31/11"
"12/31/10 23:00","Lewisburg","PA","Fireball","4 minutes","Saw unexplained fireball in PA on New Years eve","1/31/11"
"12/31/10 22:45","Kennewick","WA","Circle","30 Min","Three bright, orange  objects moving across the sky.","1/5/11"
"12/31/10 21:47","Fort Worth","TX","Fireball","6 mins","I went outside to sit and smoke a cigarette. A few seconds after lighting it, I looked over to the North and saw three glowing orange o","1/5/11"
"12/31/10 21:30","Poipu Koloa","HI","Light","2 minutes","Poipu beach, Kauai, Hawaii New Years sighting of two firelike objects in the sky.","1/5/11"
"12/31/10 21:14","Long Beach","CA","Light","4 Minutes","Saw 3 bright lights flying and then they stopped, forming a triangle.","1/5/11"
"12/31/10 21:05","Asheville","NC","Other","1 min","a very bright slow moving large object with no sound, awsome!","1/5/11"
"12/31/10 21:00","Wasilla","AK","Sphere","2 minutes","Two red/orange lights suddenly appeared over our neighborhood New Years Eve, hovered for a few minutes, then dimmed and were gone.","1/5/11"
"12/31/10 21:00","Alpine","UT","Flash","10 Minutes","While walking up Alpine Cemetery to go sledding, a group of us saw a flashing light in the sky, the light started to dim and then quic","1/5/11"
"12/31/10 21:00","Temecula","CA","Fireball","3-4 minutes","Seven bright, orange, round lights on New Year's Eve 2010","1/31/11"
"12/31/10 20:10","Anchorage","AK","Light","5 minutes","Two small orange lights flying over Anchorage","1/5/11"
"12/31/10 19:40","Boca Raton","FL","Flash","10 minutes","Flashing egg shape on it's side with 1/4 lit up resebling a cockpit flashing white light gliding straight 300feet then hovers in one sp","1/5/11"
"12/31/10 19:00","Leominster","MA","Light","2 seconds","very bright object low flying streak across the sky","1/5/11"
"12/31/10 16:26","Seattle","WA","Circle","2 min.","This U.F.O. was similar to other reported ufo'swas extremely","1/5/11"
"12/31/10 07:00","Eugene","OR","Oval","Many Hours","The Great Northwestern Christmas UFO 2010","1/31/11"
"12/31/10 06:10","Carmel","CA","Light","1 min.","Unidentified &quot;dual&quot; satellite","1/5/11"
"12/31/10 04:30","Richmond","VA","Sphere","30 Minutes","4 shining spheres spotted over river for 20 minutes","1/5/11"
"12/31/10 04:00","Honolulu","HI","Light","five minutes","Fast Moving Object Circles Diamond Head Crater Honolulu Hawaii","1/5/11"
