lat,lng,city,state,date,specs
47.8206605,121.5551086,Index,WA,3/3/17,"Circular formation of multiple lights on an identifiable shaped aircraft behind trees, moved abnormally quickly."
26.640628,81.8723084,Fort+Myers,FL,3/3/17,"Saw 3 objects total.  All glowing lights.  One off on its own, and two stayed tougher.  Had a very strange feeling."
30.4368954,95.59849249999999,Lake+Conroe,TX,3/2/17,"Lights over Lake Conroe in Montgomery Co., Houston, TX."
31.549333,97.1466695,Waco,TX,3/2/17,3 lights in sky triangle shape.
46.9291095,92.91964829999999,Floodwood,MN,3/2/17,"Multiple accounts of UFO activity, Airforce base denies all knowledge!!  ((anonymous report))"
37.2089572,93.29229889999999,Springfield,MO,3/2/17,"A large triangle-shaped aircraft with no lights or sounds was witnessed gliding over Springfield, MO on March 2, 2017."
35.1520266,86.57055079999999,Fayetteville,TN,3/2/17,Three lights in a triangular shape in the sky.  One was really bright and the other two were dim.
46.7217735,92.46118249999999,Cloquet,MN,3/1/17,"Driving, and look up to see three lights form a triangle which stayed for roughly 30 seconds to a minute.  ((anonymous report))"
42.8208653,82.486024,St.+Clair,MI,3/1/17,Vertical lights.  ((anonymous report))
37.7527982,100.0170787,Dodge+City,KS,3/1/17,Every night there is a bright circle light that seams as if it's following me.  ((NUFORC Note:  Venus??  PD))
44.2780432,88.27205029999999,Kaukauna,WI,3/1/17,Light on craft would change to bright white and then dim and would not change position at all.  ((NUFORC Note:  Venus?  PD))
39.3995008,84.5613355,Hamilton,OH,3/1/17,A star shaped craft followed by a circle  shaped craft.
30.0774307,99.24032129999999,Ingram,TX,3/1/17,Very bright white thin flash of light with half arrow shape at front in SE sky.
40.7494306,73.18817810000002,Islip+Terrace,NY,3/1/17,These objects appear every day on a night vision camera during the day.  ((anonymous report))
36.4745636,81.80483799999999,Mountain+City,TN,3/1/17,"Triangular shaped light moving up and down side to side, and slowly drifting to the right, flashing. ((anonymous report))"
33.4483771,112.0740373,Phoenix,AZ,2/28/17,Lights in North phoenix sky 2-28-17 at 7:45 pm
30.0799405,95.41716009999999,Atascocta,TX,2/28/17,Black sky red green lights rolling  made tight turn over roof tops
25.7616798,80.1917902,Miami,FL,2/28/17,"Every night around 6:30 looking at the west sky, I see a super bight light, it's not a star or a planet. ((NUFORC Note:  Venus?  PD))"
37.9532584,120.4226952,Jamestown,CA,2/28/17,((HOAX??))  At 12:00 a large yellow spherical fireball appeared in the sky directly overhead. ((anonymous report))
38.3565773,121.9877444,Vacaville,CA,2/28/17,Seen a shooting star or a meteor Fall for about 2-3 sec.  It made a trail of what looked like sparks or fire.
39.9928848,75.7452225,Thorndale,PA,2/28/17,Green light flash with no noise.  ((anonymous report))
38.682219,104.7008056,Fountain,CO,2/27/17,A very bright light (brighter than the stars) suspended at an altitude higher than Cheyenne Mountain below it.
45.7832856,108.5006904,Billings,MT,2/27/17,In the western sky we saw a bright white light with a bit of a red glow around it grow intensely bright. ((NUFORC Note:  Venus?  PD))
37.2602994,100.5926524,Plains,KS,2/27/17,A bright light in s/w sky brighter than any of the stars or planets. ((NUFORC Note
40.41602779999999,116.5764745,Crescent+Valley,NV,2/27/17,Over crescent valley 15 or so fire orange color lights in the sky!
38.6779591,121.1760583,Folsom,CA,2/27/17,Orange light seen.
33.2098407,87.56917349999999,Tuscaloosa,AL,2/27/17,Light seen circling above Tuscaloosa's University of Alabama Quad
33.2098407,87.56917349999999,Tuscaloosa,AL,2/26/17,I was driving down university blv when out of nowhere i see a light bit light in the sky that no plane could have make it went straigh
61.5813889,149.4394444,Wasilla,AK,2/26/17,3 low and slow moving pulsating orange/reddish orbs.
33.7748275,84.2963123,Decatur,GA,2/26/17,"My friend and I were driving when we saw this circle object floating in the sky, it wasn't moving at all, when we passed under the obje"
44.2444473,86.324253,Manistee,MI,2/26/17,"Saw a hovering object with 3 horizontal lights in the night sky, and it appeared, disappeared, reappeared numerous times."
33.7748275,84.2963123,Decatur,GA,2/26/17,I was driving when I saw bright light in the sky. My friend and I thought it was a star. The light was getting bigger and bigger when w
36.0726354,79.7919754,Greensboro,NC,2/26/17,"Has been sitting for a very long time.  ((NUFORC Note:  Probably Venus, we suspect.  PD)) ((anonymous report))"
55.3397222,160.4972222,Sand+Point,AK,2/26/17,Strange bright light in westerly sky.  Only shows up a couple of hours at night then disappears. ((NUFORC Note:  Venus.  PD))
40.688432,75.2207323,Easton,PA,2/26/17,This looked like a flare that was shot into the sky. 2nd time I have seen this in a month.  ((anonymous report))
28.1511243,82.4614831,Lutz,FL,2/26/17,"Large, Bright Luminous Circular Body in the Western Sky, Lutz, Florida"
34.5400242,112.4685025,Prescott,AZ,2/26/17,"Glowing and pulsing orange and dark yellow orb, about 100ft up in the air. Floating in a northbound direction on the west side of the c"
44.52634219999999,109.0565308,Cody,WY,2/26/17,I was driving my car to Walmart and as I went around the bend I spotted a green Fireball falling from the sky it appeared to be very cl
38.5815719,121.4943996,Sacramento,CA,2/26/17,Small very bright light seen lowering down the sky.
39.6837226,75.74965720000002,Newark,DE,2/26/17,My husband and i were driving and a light caught our eye and looked over at it and it hoverd then got further and further in a matter o
42.1211364,88.2578582,Carpentersville,IL,2/26/17,Flash and stationary light flashing.
42.5005583,90.66457179999999,Dubuque,IA,2/26/17,"Dubuque, Ia.-Constant bright white lighted stationary triangle?shaped object in the western sky every night in Feb 2017 approx fr 6-8pm"
46.7207737,92.10407959999999,Superior,WI,2/26/17,"White egg shaped object over Lake Superior, middle of day, disappeared."
36.0156178,86.5819394,LaVergne,TN,2/26/17,"A Very Bright Light Going Very Fast Across The Sky, Like A Meteor On The West Side , Heading In Northwest Direction. It Went Down Just"
28.3647248,82.1959178,Dade+City,FL,2/26/17,2 people along with my self was looking S in the sky and saw an extremely brite light in the sky that was not moving.
40.6576022,73.58318349999999,Freeport,NY,2/26/17,5 flashing lights flashing in  order from left to right)
44.0581728,121.3153096,Bend,OR,2/26/17,Two bright lights moving erratically and at high speeds.
41.8781136,87.6297982,Chicago,IL,2/25/17,Blue light flew across the sky on the highway.
40.5649781,111.8389726,Sandy,UT,2/25/17,"Bright Orange circles about five.  Strange movements, could no way be a plane.  Moving in strange patterns.  Blinking on and off."
44.6365107,123.1059282,Albany+(near),OR,2/25/17,Two strange bright white lights hovering high above interstate
36.1699412,115.1398296,las+vegas,NV,2/25/17,"Large disc flying aircraft 10 miles N of Las Vegas, near Valley of Fire."
47.106401,104.7107931,Glendive,MT,2/25/17,"02/25/2017 around 2100hrs my son and I were near the fairgrounds in Glendive, MT. He spotted a single orange light that appeared to tra"
60.06280599999999,128.710913,Watson+Lake+(Canada),YT,2/25/17,Followed large bright white object while driving for over an hour.
34.2367621,84.4907621,Canton,GA,2/25/17,100+ Hovering silent aircrafts  flying over our house  within the past 2 hours.
28.5383355,81.3792365,Orlando,FL,2/25/17,4 yellow/red lights with little lights trickling under them as they stayed still in the sky in a triangle.  ((anonymous report))
39.8597208,95.26969849999999,Highland,KS,2/25/17,"A very large and very bright light, larger brighter than any planet or star.  ((NUFORC Note:  Possible sighting of Venus.  PD))"
38.9989499,84.62661109999999,Florence,KY,2/25/17,Bright sphere was seeing over the Florence around 19:00 for less than .45 seconds. ((anonymous report))
40.1672068,105.1019275,Longmont,CO,2/25/17,12 orange red objects flying across Longmont in NE direction
33.7700504,118.1937395,Long+Beach,CA,2/25/17,Dark round disc with bright steady orange light over Long Beach CA 02/25/2017
33.4151843,111.8314724,Mesa,AZ,2/25/17,We saw bright orbital objects and 1 larger grey object.
26.4614625,80.0728201,Delray+Beach,FL,2/25/17,Four spheres over ocean at Delray Beach.
39.9205411,105.0866504,Broomfield,CO,2/25/17,Horizontal gray teardrop shaped craft arced across neighborhood  just above houses
38.4087993,121.3716178,Elk+Grove,CA,2/25/17,Group of orange orbs following each other behind the trees in the southern sky until each seem to turn their lights off and couldn't se
43.9595707,122.8203521,Fall+Creek,OR,2/25/17,445am 4 bright stars/lights hovered in the sky. I layed in bed watching then decided I'd take a picture so I went pee first and when I
41.5048158,73.9695832,Beacon,NY,2/24/17,"Flashing, multicolor lights seen over Mount Beacon"
41.2523634,95.99798829999999,Omaha,NE,2/24/17,"I saw 3 rectangle-shaped objects flying in the sky, while I was outside, approximately 11:00 PM.  ((anonymous report))"
44.3947873,68.0830278,winter+harbor,ME,2/24/17,Blue light hovering over ocean or island
41.1865478,73.19517669999999,Bridgeport,CT,2/24/17,Yesterday I made a claim apparently they released a bunch of candles for someones passing.  I apologize.
41.1865478,73.19517669999999,Bridgeport,CT,2/24/17,Massive UFO convention  traveling through Connecticut
27.2730492,80.3582261,Port+Saint+Lucie,FL,2/24/17,Saw three circular orange lights traveling south at a steady speed. Approximately airplane speed.  ((anonymous report))
35.6869752,105.937799,Santa+Fe,NM,2/24/17,"I notice a large light high up in the sky that I thought was the planet, Jupiter.  ((NUFORC Note:  Venus.  PD))"
34.2308684,111.3251355,Payson,AZ,2/24/17,"On 2/24/17 between 20:30 and 21:00 when leaving a resturant in Payson, Arizona what appeared to be a very bright star was visible in"
41.1575566,81.2420473,Ravenna,OH,2/24/17,Saw two white lights flying and circling in a cloud.
42.0834335,71.0183787,Brockton,MA,2/24/17,"UFO or Planet?  ((NUFORC Note:  Probably a sighting of Venus, we suspect.  PD))"
39.900076,79.71643259999999,Uniontown,PA,2/24/17,All are seen on night vision camera for 5 days now. A large moon shaped one moved. ((anonymous report))
42.8781345,73.1967741,Bennington,VT,2/24/17,Two white lights flying east to west at about 1200 feet in elevation.
33.489469,112.5045,Buckeye/Litchfield+Park,AZ,2/24/17,I walked outside and saw a group of orange lights coming from the south. They were all coming from the same area and going east. There
32.7766642,96.79698789999999,Dallas,TX,2/24/17,"Around 0300 an object resembling a star only brighter, appears in the southeastern sky."
32.7766642,96.79698789999999,Dallas,TX,2/24/17,Follow up to report submitted 02/24/2017
26.1224386,80.13731740000001,Fort+Lauderdale,FL,2/23/17,bright orange fireball west to east movement.  ((anonymous report))
35.0456297,85.3096801,Chattanooga,TN,2/23/17,Extremely rotating Bright light and then was gone
33.740225,88.41168809999999,Hamilton,MS,2/23/17,"There were 3 maybe more , they were pulsing bright lights.  The stayed in a triangle formation for the most part. ((anonymous report))"
33.8756601,84.7621592,Hiram,GA,2/23/17,"02/23/2017:  2 bright light sightings in Hiram, Georgia, Paulding County along 92 east between 8:30 - 9 PM."
40.6916132,112.0010501,West+Valley+City,UT,2/23/17,Orange glowing pulsating sphere from the height it was the size of a beach ball.  ((anonymous report))
41.8443125,74.0810669,Rosendale,NY,2/23/17,large black sphere with smaller white light sphere orbiting larger one about 50 feet from the ground.
41.61009689999999,75.58588859999999,Greenfield+Twp,PA,2/23/17,Flashing light.
40.3356483,75.9268747,Reading,PA,2/23/17,Very fast object moving quickly back and forth in the sky.
39.9525839,75.1652215,Philadelphia,PA,2/23/17,"What did we all see?  Same craft, different night.  ((NUFORC Note:  Possible sighting of Venus??  PD))"
40.5194046,104.702515,Eaton,CO,2/23/17,UFO and pink orb.
36.5297706,87.3594528,Clarksville,TN,2/23/17,Glowing Disc at Fort Campbell
35.0853336,106.6055534,Albuquerque,NM,2/23/17,Unfamiliar craft with blinding reflective light in a sunny blue sky.  ((anonymous report))
40.09944249999999,74.9325683,Bensalem,PA,2/23/17,Just a picture.
39.4622357,76.27722229999999,Abingdon,MD,2/23/17,Sphere flying with Parent Aircraft.
34.0659329,84.6768796,Acworth,GA,2/23/17,The object appeared cylinder in shape and bright luminescent white glow. The object glide across the sky.  ((anonymous report))
41.3983838,81.8045788,Brook+Park,OH,2/23/17,"While heading south on I-71 a flash caught my eye in the sky heading W in the air... I continued to look for it, but it never reappear."
43.0481221,76.14742439999999,Syracuse,NY,2/23/17,"Strong light, unusual shape, consistent speed glide."
32.6098566,85.48078249999999,Auburn,AL,2/22/17,"Giant space craft traveling at a speed 10x faster than an airplane plane.  Flew N, then back S; disappeared.  ((anonymous report))"
40.2731911,76.8867008,Harrisburg,PA,2/22/17,"Stationary hovering three tiered object, a short row of red lights above and below a long row of white lights."
40.7973112,75.9693707,Tamaqua,PA,2/22/17,Saw 2 cyl.-shaped objects with 6-8 white flashing lights.  They appeared to fly over each other from opposite dir..((anonymous report))
48.4106373,114.3352652,Whitefish,MT,2/22/17,Light moving slowly thru the sky towards the W.  First noticed it leaving Hungry Horse..it was very bright ((NUFORC Note:  Venus?  PD))
33.7091847,117.9536697,Fountain+Valley,CA,2/22/17,Something that looked and sounded like it was exploding in the sky stopped exploding and flew away.
49.3767653,123.3701541,Bowen+Island+(Canada),BC,2/22/17,I saw what looked like I though a meteor heading towards me. ((anonymous report)) ((NUFORC Note:  Venus??  PD))
32.4315813,80.6698286,Beaufort,SC,2/22/17,"Green lights, 3 on top two coming from middle light. Slow moving."
43.969246,70.5211945,Casco,ME,2/22/17,"Looked like a flash light in the air, changed colors, than disappers, and came back the next night and again 2/26/17"
40.2136754,74.3000878,Fremont,NJ,2/22/17,"Star like craft, appear stationary, very bright, pics.  ((NUFORC Note:  Probable sighting of Venus?  PD))"
44.5211855,68.9978129,Swanville,ME,2/22/17,"Bright pulsating white light brighter than Venus in vicinity of Swanville, ME.  ((anonymous report)) ((NUFORC Note:  Venus.  PD))"
31.2232313,85.3904888,Dothan,AL,2/22/17,Very bright flashes near Big Dipper.  Like nothing ever seen by us before.
43.0116784,88.2314813,Waukesha,WI,2/22/17,Round spherical bright white orb sat low and fixed in the western sky for hours.  ((NUFORC Note:  Probable sighting of Venus?  PD))
43.4799996,72.3865679,Windsor,VT,2/22/17,A circular shape with a bright center fanning out to an almost hollow middle to an outside perimeter of light.
33.8703596,117.9242966,Fullerton,CA,2/22/17,Bright star like; diamond shapes; possibly 2 objects.  ((anonymous report))((NUFORC Note:  Sighting of Venus??  PD))
39.41535200000001,81.45484359999999,Marietta,OH,2/21/17,"Defined Bright Glowing Red Orange Sphere or Fireball Seen Traveling (Or Landing?) ESE from Marietta, OH"
43.5407172,116.5634624,Nampa,ID,2/21/17,"Disk/saucer in Nampa, Idaho.  ((NUFORC Note:  Probable sighting of Venus, we suspect.  PD))"
33.4483771,112.0740373,Phoenix,AZ,2/21/17,3-4 Bright lights in the sky. Seemingly hovering. One or two of the objects moves up and around.
38.4021359,122.8238806,Sebastopol,CA,2/21/17,"Looked like a satellite,but much faster than I have ever seen.  It came from the western horizon."
34.7370639,82.25428339999999,Simpsonville,SC,2/21/17,A pulsing green orb seen by a motorist as it arced across the sky.
39.9613759,105.5108312,Nederland,CO,2/21/17,"Orange fireballs, Bright, Scoping the forest.  ((anonymous report))"
33.6619819,112.3412726,Sun+City+West,AZ,2/21/17,Fluid formation flying objects.
33.5805955,112.2373779,Peoria,AZ,2/21/17,Fluid formation flying disks.
39.1416692,94.9385762,Basehor,KS,2/21/17,"There was a bright light at least 10 times the brightness of a typical star hovering in one spot for over 2 hours. Then, it vanished."
47.2356536,122.5504041,University+Place,WA,2/21/17,"An extremely large rod shape, with bright white, with lightest bluish light mixed in. ((anonymous report))"
41.7033177,93.05735330000002,Newton,IA,2/21/17,Viewed 3 white lights in a triangle formation moving south west at a low altitude. I watched it as long as i could from my drive way. I
37.9621457,122.3455263,San+Pablo,CA,2/20/17,"Bright blue flash lit up sky, yard, whole back meadow, giant eucalyptus and oaks like it was daytime, but silent."
34.0232431,84.3615555,Roswell,GA,2/20/17,1 oval fairly quick moving object that was lighted that looked circular in the video
45.3980205,92.9874404,Stacy,MN,2/20/17,Both nights Feb 19th and Feb 20th.  I saw an enormous glowing light in the same location.  ((NUFORC Note:  Venus??  PD))
32.2217429,110.926479,Tucson,AZ,2/20/17,My sister and I were driving from Tucson to Sierra Vista tonight.  Right near the Sanoita/Patagonia exit going east on I-10 we noticed
41.2410664,75.0844757,Porter+township,PA,2/20/17,"Bright light hovering, thought it was a planet but then it moved after 15 minutes."
41.8781136,87.6297982,Chicago,IL,2/20/17,"On February 20, 2017 at 8:11 P.M. I ((name deleted)),((teenager)), saw multiple UFOs outside my window on my Southwest Airlines flight."
39.45192249999999,108.0528529,Parachute,CO,2/20/17,A bright light that hovered in the sky and seemed to emit different colors.  The shape seemed to change and the colors changed from gre
46.0038232,112.5347776,Butte,MT,2/20/17,Walked out to smoke looked up. There was a triangular object with orange lights traveling slowly. Then it just went up straight up into
28.3180688,80.6659842,Merritt+Island,FL,2/20/17,Large orange orb not moving in the sky for at least 40 minutes and still there.
41.2841687,72.8684565,East+Haven,CT,2/20/17,"Flying craft spotted over the water in East Haven, moved along the streets out of sight."
41.1339449,81.48455849999999,Cuyahoga+Falls,OH,2/19/17,"4 bright light traveling single file, not making any sound."
39.8201681,74.9851678,Lindenwold,NJ,2/19/17,Bright circular shapes changing colors and moving around the sky.  ((NUFORC Note:  Possible sighting of Sirius??  PD))
41.6639383,83.55521200000001,Toledo,OH,2/19/17,"A faint line of light was moving east to West,in the northern sky, at a fairly high rate of speed. It got slightly to the west of my po"
39.5630521,95.12163559999999,Atchison,KS,2/19/17,Object appeared to be at extremely high altitude moving from north to south without sound and at 2500+ mph. I could see it moving south
35.1495343,90.0489801,Memphis,TN,2/19/17,Bright light S of the Memphis-MS border that when viewed through a cell...can see it's actually moving fast.((NUFORC Note:  Sirius? PD)
41.7020781,70.1515342,South+Dennis,MA,2/19/17,"Was out on my deck at 10pm looking at stars in SE, coastal Massachusetts (Cape Cod)."
44.74951600000001,79.89219229999999,Midland+(Canada),ON,2/19/17,Star-like object in western sky in near north Ontario.  ((NUFORC Note:  Venus?  PD))
47.9891595,108.6943234,Hays,MT,2/19/17,Bright light changing colors.  ((NUFORC Note:  Venus or Sirius?  PD))
42.9097484,85.7630885,Grandville,MI,2/19/17,Bright round light with red on bottom but the shape does seem to change shape but very stationary.  ((NUFORC Note:  Venus?  PD))
43.353627,73.6771662,Queensbury,NY,2/19/17,lights circling around and following car at low altitude
47.2528768,122.4442906,Tacoma,WA,2/19/17,Bright triangle hovers in sky.   ((anonymous report)) ((NUFORC Note:  Possible sighting of Venus.  PD))
35.7234734,79.4622431,Siler+City,NC,2/19/17,"Brilliantly-lit fire-colored, slow-moving object, with blue-green efflux.  ((NUFORC Note:  Venus.  PD))"
40.7893796,75.329557,Bushkill+Township,PA,2/19/17,"Bright light in sky last three days.  ((NUFORC Note:  Venus, we, too, suspect.  PD))"
22.0781234,159.6699064,Waimea+Canyon,HI,2/19/17,I was hiking the Waimea canyon with two friends. I was making burst shoots pictures of my friend. On the last picture there is an objec
40.2859203,74.348582,Mananlapan,NJ,2/19/17,Not the only time lights followed me.First time saw 5 lights in row.
42.2959267,71.71284709999999,Shrewsbury,MA,2/19/17,"2 lights appeared right in front of airplane I was watching in the sky. They were close together, then moved apart and further from air"
43.1303407,77.475551,Penfield,NY,2/19/17,"I got up to use the bathroom and saw a ring of maybe 8 lights to the northwest, about the size of a bright, large star.  At first I tho"
27.7518284,82.6267345,St.+Petersburg,FL,2/19/17,Round UFO may be related to flashing star-like ufo that reacted to laser pointer.
40.0044908,85.3846928,Mt.+Summit,IN,2/19/17,Unknown object northeastern Indiana.  ((anonymous report))  ((NUFORC Note:  Venus??  PD))
40.6781784,73.9441579,New+York+City+(Brooklyn),NY,2/19/17,Very bright and stationary light was seen to the W of my location in Brooklyn; twenty minutes. ((NUFORC Note:  Venus.  Anonymous rept.)
41.6893961,106.4140868,Elk+Mountain,WY,2/19/17,"I deliver mail for my job from salt lake city to denver and back again. Same route weekly, but this week was different. The sky was par"
42.86512980000001,71.3739272,Londonderry,NH,2/19/17,Trangle UFO hovers over house.
44.9537029,93.0899578,St.+Paul,MN,2/19/17,Very bright circular object seen flying near Summit Ave. I was sitting in my car.The object was white and kind of blue. It was flying i
34.5378842,94.0954828,Board+Camp,AR,2/18/17,UFO over crystal mine.
39.1731621,77.2716502,Germantown,MD,2/18/17,Blinking star like moving object.
41.88550310000001,86.5898397,Sawyer,MI,2/18/17,"Saw from I-94 over Lake Michigan, two rows of multiple lights up to twelve."
44.7319094,93.21772000000001,Apple+valley,MN,2/18/17,We saw a circle shape in the sky of 12 or 13 white lights. It seemed to keep up with us from apple valley.  ((anonymous report))
43.4252776,88.1834277,West+bend,WI,2/18/17,"5 yellowish glowing cylinders in Dimond formation, one leading."
43.5445959,96.73110340000001,Sioux+Falls,SD,2/18/17,"We saw very bright round shape in the sky west and slightly north, too large and too bight to be a star. It did not move for at least 1"
41.1236875,105.3022921,Buford,WY,2/18/17,"Heading westbound on I-25, light seen moving at speed, disappeared.  ((NUFORC Note:  We suspect a sighting of Venus.  PD))"
41.1236875,105.3022921,Buford,WY,2/18/17,"Huge, white lighted object seen from Buford, WY, moving at high speed and disappearing."
42.0324025,87.7416246,Skokie,IL,2/18/17,White orb changing direction filmed INSIDE my house
38.8338816,104.8213634,Colorado+Springs,CO,2/18/17,Taking out the trash I saw an odd shaped object flying in a circular as well as zigzag pattern with no visible lights. I wouldn&#8217;t have
41.91030680000001,88.0717353,Glendale+Heights,IL,2/18/17,Oservation of a craft that stopped and changed direction a a very high speed multiple times.
44.86196450000001,93.53231029999999,Chanhassen+(east+of),MN,2/18/17,This was a huge circle of about 12 lights. About 80 miles in diameter.
44.372845,70.346726,Hartford,ME,2/18/17,Strange bright light patterns in nearby fields
41.91030680000001,88.0717353,Glendale+Heights,IL,2/18/17,Observation of red light that stopped and changed direction at a very high speed multiple times.
44.9281049,74.891865,Massena,NY,2/18/17,White Cylindrical ufo.
40.4656244,80.0656106,MckeesRocksr,PA,2/18/17,MY HUSBAND AND I SAW A DISC SHAPED OBJECT TRAVEL TO WARD THE WEST ON S.BOUND 79
40.8411485,111.9115199,NSL+((North+Salt+Lake??)),UT,2/18/17,Unexplainable Oval Lights.
38.801953,94.4527294,Raymore,MO,2/18/17,"Feb 18, 2017, Raymore MO 03:00. clear sky looking past up 60 degrees to west a bright white light flash 2 times the size of the moon,"
39.8309293,77.2310955,Gettysburg,PA,2/18/17,I saw some sort of object flying in the sky that wasn't an airplane.
47.2528768,122.4442906,Tacoma,WA,2/17/17,Two bright blue lights traveling from north to south quickly.  They both dived to the surface in formation.
40.480069,79.9783862,Millvale,PA,2/17/17,Driving on Rt 28 north  heading to my gilr frinds house when just before the Millvale exit 4 a green fire ball was to my left just over
45.7832856,108.5006904,Billings,MT,2/17/17,"Three bright orange circles, moving in the same direction with zero sound, flickering and disappearing."
41.6650487,86.075836,Osceola,IN,2/17/17,"Something in the sky that caught my husband's attention to the E.   It had red, green and white light.  ((NUFORC Note:  Star??  PD))"
40.5070688,80.2720981,Moon+Township/clinton,PA,2/17/17,I am a delivery driver returning back to the home base and at 10:15 I was driving on 376 west bound just about one half mile from the P
32.8140177,96.9488945,Irving,TX,2/17/17,"UFO, with helicopters.  ((NUFORC Note:  Report from former airline employee.  PD))"
42.4891531,95.545003,Holstein,IA,2/17/17,Bright light seen in night sky with ring of red lights underneath.
64.8377778,147.7163889,Fairbanks,AK,2/17/17,"Bright orange, moving east, semi sporadicly, most lined up at one point,... disappearing from sight one by one. Have pictures and video"
42.6064095,83.1497751,Troy,MI,2/17/17,"UFO spotted in Troy, and Berkeley, Michigan.  ((NUFORC Note:  Probably a sighting of Venus.  PD))"
30.1795257,85.81240179999999,"Panama+city+beach,east",FL,2/17/17,Driving east side of the beach.saw four fire ball orbes the size of a pinky finger nail. The event started when the first ball floated
40.1672068,105.1019275,Longmont,CO,2/17/17,"12 red/orange large, identical, oval objects, flying exact same speed, slowly over Longmont, CO.  ((NUFORC Note:  Lanterns?  PD))"
53.544389,113.4909267,Edmonton+(Canada),AB,2/17/17,Strange Lights over Edmonton's northern skies [dusk].
34.1954331,79.7625625,Florence,SC,2/17/17,Egg-shaped objects in the South Carolina sky.
30.6743643,96.3699632,Bryan,TX,2/17/17,"Flat oval disk-like object twisting and turning in place in the sky, then stabilized and flew away out of sight."
42.1156308,75.95880919999999,Johnson+City,NY,2/16/17,Bright fast long oval Aqua light in the night sky.
42.7875235,86.1089301,Holland,MI,2/16/17,Bright stationary ball of light SE of Holland took off very fast towards the horizon SW of Holland.
32.5007037,94.74048909999999,Longview,TX,2/16/17,Rapidly and oddly moving amber light moving all over the sky
33.7205771,116.2155619,Indio,CA,2/16/17,"4 brilliant amber orbs, about the size of a house.  ((anonymous report))"
43.0389025,87.9064736,Milwaukee,WI,2/16/17,Observed light in my doorway walk through the door and looked out the door saw an object in air went got my phone took a film of it
43.0389025,87.9064736,Milwaukee,WI,2/16/17,I noticed object went to my front door noticed something in the air I proceeded to open my door stepped on my porch walk down a few ste
33.656228,83.718231,Social+Circle,GA,2/16/17,"Very large, slow moving, triangular black object with a red light on each corner."
36.7473114,95.98081789999999,Bartlesville,OK,2/16/17,Array of several bright white lights traveling north to south. Very large craft. Previously spotted same craft.((anonymous report))
39.0275659,83.91965200000001,Mt.+Orab,OH,2/16/17,"4-6 glowing Red lights/orbs, multiple flickering white lights, and a single line of red lights."
35.5264241,105.9347424,Santa+Fe/Eldorado,NM,2/16/17,"Slow moving white light low altitude,no sound.  ((anonymous report))"
35.3726629,77.4374641,Grifton,NC,2/16/17,A very very Bright Long object. The back of it was illuminated and you could see what looked to be a type of vapor trail but not like a
33.6411316,117.9186689,Costa+Mesa,CA,2/16/17,WHITE LIGHTS ERRATIC FLIGHT.  ((NUFORC Note:  Advertising lights??  PD)) ((anonymous report))
35.529051,77.40107619999999,Winterville,NC,2/16/17,"Silent, bright object first spotted in Northern sky over Greenville heading SW rapidly. Object appeared to be much higher than air traf"
37.0833893,88.6000478,Paducah,KY,2/16/17,I noticed a chrome cigar shapes craft hovering about 3000' above the city.  ((anonymous report))
35.3726629,77.4374641,Grifton,NC,2/16/17,Very large very bright craft. The rear sky was illuminated and you could see a very wide exhaust vapor.  It was like puffs of exhaust.
37.68717609999999,97.33005299999999,Wichita,KS,2/16/17,A brown round shape falling straight down from the sky. Fell straight down with a white  vapor trail behind it. I was driving and l
34.2163937,119.0376023,Camarillo,CA,2/16/17,"2 bright star like lights with blue skies, hovered around, then faded out of sight."
31.5279399,87.32470769999999,Maycomb,AL,2/16/17,((HOAX??))  Looked like a saucer from a movie and had colorful lights of green and red.
32.6926512,114.6276916,Yuma,AZ,2/16/17,"Light north of Yuma, west of Yuma Proving Grounds. Hovered approx. 1000ft AGL then rose into a small cloud, then light and cloud disapp"
42.8077958,87.92424799999999,Caledonia+(Village+of)),WI,2/16/17,A ring of several changing shape glowing objects going around in a circular pattern.  ((NUFORC Note:  Advertising lights.  PD))
41.09342900000001,75.0018401,Bushkill,PA,2/16/17,"I saw a white light hovering in the distance. I know it can't be a helicopte, no flashing lights.  ((NUFORC Note:  Venus?  PD))"
28.927019,82.0037608,The+Villages,FL,2/15/17,"Walking the dog 23:15 hrs.  Happened to look up at stars, and saw 6 small, light yellow lights, in 2 formations of 3 lights each."
32.6781085,117.0991967,National+City,CA,2/15/17,Three lights floating in the sky.
32.5215587,81.8503916,Hopulikit,GA,2/15/17,"I was outside on the porch, because I don't smoke in the trailer, and I was looking at the moon. ((anonymous report))"
34.6100243,112.315721,Prescott+Valley,AZ,2/15/17,Saw an unexplained light over 89A Prescott valley/Chino Valley AZ area. Light stayed constant. ((NUFORC Note:  Sighting of Venus?  PD))
37.68717609999999,97.33005299999999,Wichita,KS,2/15/17,2 objects that look like stars moving erratically and stopping abruptly.  ((anonymous report))
42.6193625,112.0110712,Lava+Hot+Springs,ID,2/15/17,Bright lights in southeast Idaho sky.
39.02284849999999,94.7151865,Shawnee,KS,2/15/17,Group of v shaped lights doing complex movements.
39.49257009999999,117.0672356,Austin,NV,2/15/17,"We saw a bright light in the southern sky.  Instantly, it changed to a triangle with 2 lights in each corner."
39.02284849999999,94.7151865,Shawnee,KS,2/15/17,Group of v-shaped lights doing complex movements.
40.72815749999999,74.0776417,Jersey+City,NJ,2/15/17,White orb intelligent actions.
