"Date / Time","City","State","Shape","Duration","Summary","Posted"
"12/29/77 02:00","Whitehorse (Canada)","BC","Flash","1 hour","Nightime sighting by many witnesses which forced a police car and fire truck off the road","5/12/09"
"12/28/77 20:00","Worcester","MA","Disk","15 sec","We observed a 60-80 ft diameter metalic craft (disk shaped- flat on top)move by us at 70 ft high &amp; 100 yards of dista-nce.","2/22/02"
"12/28/77 02:00","Amherst","OH","Light","3 minutes","The object/craft was able to stop time.","3/23/17"
"12/24/77 00:00","Jackson","MS","Unknown","2 min","it was xmas eve, we decided to take a different routte when we went through the town phocahuntis... we stopped at this stop sign when t","9/13/02"
"12/24/77 23:00","Philadelphia","NY","Oval","20 seconds","multi colored","5/14/02"
"12/17/77 19:30","Muscoda","WI","Triangle","20 sec.","I saw lights in a triangle shape decending straight down and a red light came on as it went behind the hills.","10/31/08"
"12/15/77 22:00","Malvern","AR","Light","0:15","I saw a red dot dancing radically in the night sky.It was to the north of me and I watched it untill it shot,like a red streak of light","7/23/00"
"12/15/77 19:00","Milpitas (Morgan Hill?)","CA","Triangle","~20 minutes","We were all in a large group at the farm in milpitas ca. the 3 very close very bright lights stunned us all , we were all--- i don;t kn","5/10/16"
"12/15/77 12:00","New Albany","IN","Disk","1to 2 minutes","Flat black disc, no lights, spinning with a slight wobble, no sound","2/14/06"
"12/3/77 00:50","Fort Lauderdale","FL","Chevron","Seven Minutes","Chevron Wedge of approx. 20 small luminescent disks; in actuality one large individual UFO with round &quot;running lights&quot; below.","4/8/02"
"11/27/77 19:06","Jones/Jasper Co. line, Hwy.15N","MS","Other","3min.","3 objects 90 ft. tall . observed from 270 ft. away. objects were 2 blue pyrmids pointing into red ball, shooting shafts of  white light","9/13/02"
"11/26/77 14:00","Canandaigua","NY","Triangle","1 to 2 hours","Triangular craft watching Bristol Mountain Ski Resort","6/10/10"
"11/24/77 22:30","New Hampton","NH","Other","1 - 2 min","white/yellowish lights shaped like a bulldozer track moving in a counterclockwise direction.","10/10/11"
"11/23/77 16:15","Saint James","NY","Sphere","10 seconds","I, and two other witnesses, observed a red glowing sphere for approximately 10 seconds.","1/10/14"
