"Date / Time","City","State","Shape","Duration","Summary","Posted"
"12/15/74 02:00","Beaumont","TX","Cigar","1 hour","Watched star like object on the horizan go up in an arch and then approach me and fly close enough so I could see the pilot.","5/24/99"
"12/12/74 03:00","Palmdale","CA","Disk","unknown","The disc-shaped craft seemed to sense my presense as it zoomed toward my house.","9/24/03"
"12/10/74 10:00","Pauncetony","PA","Unknown","2 minutes","strange man appears in heh woods","12/12/09"
"12/5/74 20:30","Presque Isle","ME","Other","2 mins","cigar shaped lights pass over Presque Isle and disappear over airport (when closed)","1/21/08"
"12/1/74 22:30","Cullowhee","NC","Sphere","hour","In 1974 I was in Walker dorm on the 7th floor where I went to school at Western Carolina University, in the little mountain village of","2/1/07"
"12/1/74 20:30","Cullowhee","NC","Light","hour","Dancing Lights over College Campus","3/21/03"
"12/1/74 01:00","Fort Polk","LA","Unknown","5 min","I witnessed this event when I was 17 years old and had just entered the army.  I was awaiting what was called the catttle trucks to tra","4/13/10"
"11/25/74 22:00","Verbena","AL","Sphere","5 minutes","Big Bobbing red light","4/16/05"
"11/25/74 21:00","West Milton","OH","Circle","10 minutes","Two orange globes traveling slowly north to south.","9/12/03"
"11/18/74 21:30","North Gower (Canada)","ON","N/A","5 minutes","HBCCUFO CANADIAN REPORT:  Bright flashing object with lights around the outside of it.","3/28/04"
"11/17/74 21:00","Higgens Lake","MI","Light","10 minutes","Bright light hovers over Higgens Lake, MI  one night1974 or 1975 during deer hunting season Nov.15th - Dec.1st","2/24/05"
"11/16/74 17:01","Juneau","WI","Other","20 seconds","a series of lights moving like a snake","12/12/11"
"11/15/74 23:30","Van Nuys","CA","Teardrop","4 minutes","I SAW WHAT APPEARED TO BE A &quot;FALLING STAR&quot; (A BRIGHT BALL OF LIGHT);JUST ABOVE THE SANTA MONICA MOUNTAINS.THE LIGHT JUST KEPT MOVING IN","4/26/99"
"11/15/74 22:00","Deland","FL","Light","8 to 10 seconds","Ultra-fast streaking soundless white light in the rural sky, car followed by dark shape in sky in same area.","12/12/09"
"11/15/74 21:00","Aiken","SC","Changing","60 seconds","parallelogram shape outline only, no matter (substance) visible between the inverting of itself changing from red to green","1/21/08"
