"Date / Time","City","State","Shape","Duration","Summary","Posted"
"12/31/98 23:59","Appleton","WI","Teardrop","1 minute","I was at a party waiting for 1999 I saw 6 crafts which formed a triange.","5/24/99"
"12/31/98 23:30","Burnt Hills","NY","Light","2 minutes","3 bright white objects slowly flying, then hovering, with small orange sparks falling from each","2/16/99"
"12/31/98 23:00","Jonesboro (near)","LA","Changing","3 min","Slow pink blob","11/26/03"
"12/31/98 21:31","Las Vegas","NV","Disk","5 min.","I was standing on top of Parking Garage, looked up at sky, so.east, and saw to look like 12-15 disk, silver in color, and perfectly cir","10/2/99"
"12/31/98 19:30","Cherry Hill","NJ","Light","5 min.","I just arrived home. It was about 7-7:30 PM. I was taking some items out of my van. I was facing north, stand at the back of my van. I ","5/24/99"
"12/30/98 17:58","Spokane","WA","Fireball","4-5 seconds","extremely bright light appearing to the south of our location moving straight down from upper atmoshpere to ground was not moveing hori","5/24/99"
"12/30/98 02:00","Cape May Court House","NJ","Sphere","N/A","Driving home from my girlfriend's house during the winter break for Christmas I noticed a sphere-like object, silvery/chrome/reflective","10/30/06"
"12/29/98 00:16","Primm (5 miles west of, on I-15 Westbound","NV","Light","2 Min.","Yellow in color. with a black rectangle in the yellow light. It was traveling from west to east. North of I-15","8/5/01"
"12/28/98 23:50","Silver Springs","NY","Sphere","10 minutes","in the S by SW sky 3 fingers held at arms lenght above the horizon. This orange light ball moved erratically to the west maintaining al","2/16/99"
"12/28/98 22:35","Kure Beach","NC","Cone","5 min","Craft approached as a star in the night sky - zig zaged extemely fast side to side.  Hovered over ocean,motionless suspended for approx","2/23/00"
"12/28/98 21:30","Hilton Head","SC","Light","30 Min","A fast moving light is observed over the ocean","2/14/06"
"12/28/98 19:45","Winter Park (just outside Orlando)","FL","Fireball","3 seconds","Large green fireball seen through clouds falling diagonally for 3 seconds and terminating in a flash of white light.","5/24/99"
"12/28/98 05:45","Weatherford","TX","Light","15 min.","Our dog was barking so I went to investigate. While watching the dogs outside I noticed a very bright light that seemed to be coming to","2/16/99"
"12/27/98 22:30","Hodgkins","IL","Light","5 min.","Several co-workers and I were at work by the quarry in Hodgkins, IL and saw something in the sky.","2/16/99"
"12/27/98 10:30","Struthers","OH","Sphere","N/A","We saw two sets of crosses composed of five luminous spheres each.  One cross was slightly higher than the other. The spheres were of v","4/26/99"
"12/27/98 01:00","Stratham","NH","Rectangle","30 seconds?","I saw a rectangular shape in the sky. One blueish light in the center, one &quot;pearl&quot; colored light at each end. No lights were flashing b","2/16/99"
