"Date / Time","City","State","Shape","Duration","Summary","Posted"
"12/31/02 23:55","Wenatchee","WA","Oval","half hour","Near midnight I heard our local radio station announce that there were strange lights in the sky. I looked out my launddry room window ","2/11/03"
"12/31/02 23:50","Wenatchee","WA","Light","30 minnutes","Three adults and four children viewed nine star-like orange-yellow lights in the eastern horizon moving in random directions with","2/11/03"
"12/31/02 23:50","Wenatchee","WA","Formation","5--10mins","3 lights suspended over Wenatchee just before midnight Dec 31 lasting at least 8 mins","2/11/03"
"12/31/02 22:20","Milpitas","CA","Light","30seconds","Sighted two alternating evenly spaced white blinking lights traveling south east ,no sound was heard, dogs began barking.","3/11/03"
"12/31/02 18:43","Austin","TX","Light","5 seconds","A single eyewitness observed from a third-story balcony (west facing) 80 degrees from the normal plane and approximately 30 degrees nor","2/25/03"
"12/31/02 17:25","Readstown","WI","Chevron","2 minutes","Bright quarter Moon-shaped object over a ridge top, entirely lit up over and over, almost like a series of photos in the sky.","1/9/15"
"12/31/02 17:13","Monrovia/Arcadia/Auarte area","CA","Other","5-10 minutes","There was three lights in perfect alignment(diaganol) flashing in sequence, revealing the size and shape of the ufo","3/11/03"
"12/31/02 16:40","Phoenix","AZ","Other","10 minutes","A silent, silver bell-shaped metallic object which emitted an orange glow was observed in the afternoon by 3 persons in Phoenix, AZ.","3/21/03"
"12/31/02 13:30","Buena Park","CA","Disk","60 seconds","I observed a silvery/opulesant colored disk hovering in an upwards position -  leveled out and moved quickly south-east","3/11/03"
"12/31/02 13:00","Burke","VA","Other","30 sec.","morphing spheres in a chem trail.","3/21/03"
"12/31/02 07:30","Shoreline/Edmonds","WA","Light","seconds","Large ball of light in the sky falling slowly to the ground","1/17/04"
"12/30/02 23:00","Orlando (outside)","FL","Unknown","20 minutes","Three lighted objects flying in formation.","6/18/04"
"12/30/02 21:40","Farmersville","CA","Light","5-8 min","Neon red light seen traveling north at slow speed.","3/11/03"
"12/30/02 20:42","Compton","CA","Other","15 seconds","STRANGE TUBE UFO SEEN ACROOS SKY","3/11/03"
"12/30/02 19:30","Prince Albert (Canada)","SA","Oval","5 sec","it looked like a satellite . same brightness and size travelling across the eastern sky. It then changed direction and increased speed ","2/5/03"
"12/30/02 18:30","Fallbrook","CA","Light","We left","We spotted a ufo the day after my birthday in California (sandiego county)","3/11/03"
"12/30/02 17:47","Torrance","CA","Changing","90seconds","at 5:47 pm walking back to the house looked up at what i thought was a evry bright star  and it flickered ad changed in size looked muc","3/11/03"
"12/30/02 17:00","Hendersonville","TN","Disk","2 minutes","the red lights","3/21/03"
"12/29/02 21:32","Sunnyvale","CA","Circle","5 Minutes","We were riding a 15 passenger van south on HWY 101 and noticed a fast ball of light moving at great speed. Lights on the object went on","3/11/03"
"12/29/02 21:30","Santa Rosa","CA","Circle","6 secs","Something like a falling star to the north at quite a distance then suddenly in front of me and to the East a round blue object that mo","3/11/03"
"12/29/02 21:00","Belmont","CA","Fireball","5 seconds","Large fireball seen near San Mateo Airport","3/11/03"
"12/29/02 20:08","San Juan (Puerto Rico)","PR","Light","N/A","Bright static light over San Juan-Carolina Cities in PuertoRico","3/21/03"
